,0
0,0.817846499244
1,0.336573258184
2,0.316410877684
3,0.900321415423
4,0.595875932955
5,0.748201738852
6,0.955787486637
7,0.89065039423
8,0.760801423976
9,0.966041489062
10,0.27298354314
11,0.164222349338
12,0.979148089208
13,0.661697933325
14,0.605765744248
15,0.699816702869
16,0.821616129463
17,0.529869416958
18,0.755195047265
19,0.317747983987
20,0.91072959818
21,0.799252146526
22,0.393238931987
23,0.939830669197
24,0.927940026437
25,0.423651012863
26,0.909305274213
27,0.247330041517
28,0.577560002963
29,0.681620031495
30,0.444930308468
31,0.636242836687
32,0.424377002041
33,0.858581414333
34,0.376374326467
35,0.941192906571
36,0.281566249665
37,0.859194437054
38,0.572768505215
39,0.772293006549
40,0.733239248044
41,0.840648192698
42,0.990735685257
43,0.837500551607
44,0.957739527108
45,0.820523622091
46,0.532931718226
47,0.828249953961
48,0.458419912894
49,0.604964584392
50,0.689864659567
51,0.97226934602
52,0.630551376831
53,0.677712153024
54,0.639909411728
55,0.863146961909
56,0.886240520701
57,0.653684897822
58,0.960938891574
59,0.919332240728
60,0.797954288374
61,0.831824527186
62,0.939273536682
63,0.789944879457
64,0.809030664598
65,0.492943462053
66,0.487223406951
67,0.299787031085
68,0.924465374679
69,0.671153900624
70,0.624537013476
71,0.0712309160416
72,0.617683195509
73,0.628144847485
74,0.286181479831
75,0.741557716399
76,0.821621958928
77,0.619053686802
78,0.272919665981
79,0.928831416161
80,0.431528405222
81,0.799925358018
82,0.950861415182
83,0.381391552243
84,0.717928197403
85,0.863378276631
86,0.76485345708
87,0.704394668777
88,0.96409719761
89,0.693181264678
90,0.283419074263
91,0.624411744175
92,0.481570835456
93,0.816856795897
94,0.756401885441
95,0.929335395398
96,0.765398933298
97,0.321510949507
98,0.830250131597
99,0.98517530033
100,0.846047099626
101,0.914066797628
102,0.854515394007
103,0.788784393934
104,0.228275774869
105,0.985239001563
106,0.706039284451
107,0.959174820551
108,0.935785687835
109,0.66943151405
110,0.342125370915
111,0.809069104209
112,0.87910612525
113,0.944730028019
114,0.121676106915
115,0.83855032636
116,0.606698550299
117,0.573331592447
118,0.508900505403
119,0.405818720264
120,0.17758726094
121,0.797945810394
122,0.887875194648
123,0.927933219481
124,0.773075538591
125,0.763294477358
126,0.431677095726
127,0.976304905283
128,0.382650669626
129,0.44705453151
130,0.538511765733
131,0.965980153603
132,0.352708015296
133,0.895537258919
134,0.278827032753
135,0.860694566409
136,0.852369796762
137,0.417827436241
138,0.717867666026
139,0.930412530225
140,0.826432923983
141,0.838479976974
142,0.68907222277
143,0.580000624681
144,0.635787504809
145,0.859865957286
146,0.95180248805
147,0.400390656619
148,0.382827115729
149,0.41911487499
150,0.696479698148
151,0.878193967379
152,0.573360704092
153,0.695433294561
154,0.92276802569
155,0.371010227064
156,0.938795528939
157,0.279464945614
158,0.800923615692
159,0.882026456365
160,0.908120055053
161,0.843105903293
162,0.665924613135
163,0.490160140396
164,0.884226338282
165,0.916323361424
166,0.944199819332
167,0.271922162935
168,0.960841103462
169,0.9805243343
170,0.347711515049
171,0.867000819987
172,0.880793839191
173,0.413874545602
174,0.915283789458
175,0.822317242029
176,0.354394982522
177,0.979709618935
178,0.475919024251
179,0.820725726795
180,0.879507508528
181,0.319153656564
182,0.576459734117
183,0.681855974706
184,0.844787300717
185,0.740353690366
186,0.959776652637
187,0.685017993441
188,0.420842838611
189,0.998863759868
190,0.875142158749
191,0.931301822383
192,0.471419723645
193,0.829766271859
194,0.756015843729
195,0.623678732786
196,0.939144486434
197,0.757777304007
198,0.689815777639
199,0.975631028171
200,0.907951675626
201,0.889554890688
202,0.145278564345
203,0.852629208814
204,0.742244783491
205,0.950313711674
206,0.858910665123
207,0.934579152815
208,0.0841925314837
209,0.85913307588
210,0.95262178816
211,0.449972382364
212,0.612034960409
213,0.50978561685
214,0.699167605496
215,0.766202817006
216,0.617681929671
217,0.489447422073
218,0.958074814078
219,0.427874579631
220,0.400710244461
221,0.589393480475
222,0.950581708805
223,0.402446937805
224,0.720200447563
225,0.70930061967
226,0.688651866009
227,0.656230711568
228,0.329247206875
229,0.717551467984
230,0.528147605357
231,0.945433484485
232,0.880012448275
233,0.799309575992
234,0.792938154581
235,0.986238558323
236,0.420392360205
237,0.931217654629
238,0.863910308631
239,0.792808290773
240,0.817819154404
241,0.856403240606
242,0.442490396327
243,0.337523419956
244,0.965366006782
245,0.184674765035
246,0.960261185869
247,0.651147018967
248,0.844586844935
249,0.294590451612
250,0.836211034936
251,0.985764534099
252,0.741727803541
253,0.830435297752
254,0.721260955048
255,0.62394775528
256,0.567791336619
257,0.708986546271
258,0.239488491825
259,0.685129123135
260,0.937820629511
261,0.960268841809
262,0.844833693499
263,0.0726856869076
264,0.526169038572
265,0.421884473583
266,0.348443797331
267,0.611722875965
268,0.793152617255
269,0.724100892319
270,0.654549645978
271,0.957175900264
272,0.981460495778
273,0.994421333927
274,0.944048028177
275,0.22634651747
276,0.946005426698
277,0.913964758968
278,0.690700537116
279,0.644423419186
280,0.861969996314
281,0.513572727252
282,0.706472418907
283,0.775126491919
284,0.417656677425
285,0.826508305465
286,0.934930655152
287,0.230054274795
288,0.267171126619
289,0.157679546061
290,0.650163974039
291,0.644315356703
292,0.166038573731
293,0.970059400506
294,0.766394669661
295,0.852710867628
296,0.949956642972
297,0.539170384147
298,0.802800390592
299,0.765189379201
300,0.897335341979
301,0.781360316425
302,0.917260645472
303,0.814402171806
304,0.986771769967
305,0.608015886232
306,0.879412525584
307,0.876212426514
308,0.774901646653
309,0.268840309256
310,0.984537109674
311,0.404689882984
312,0.893285212196
313,0.805196629671
314,0.415924195968
315,0.408048290129
316,0.666159571119
317,0.0860945522048
318,0.285708598339
319,0.549531053233
320,0.817370723871
321,0.825571623358
322,0.949362479156
323,0.977919352716
324,0.83242769514
325,0.155532920456
326,0.403425619057
327,0.403725662723
328,0.865559607747
329,0.964971708301
330,0.988798711062
331,0.77859415752
332,0.659960022571
333,0.90093998226
334,0.944145487788
335,0.898543923211
336,0.656881069943
337,0.508831190671
338,0.82940707473
339,0.62854444268
340,0.772820124038
341,0.588355749717
342,0.0383328270351
343,0.837730014449
344,0.0539047425517
345,0.666142471679
346,0.569847654576
347,0.936362598048
348,0.358842842609
349,0.477004587259
350,0.963512247222
351,0.774458270517
352,0.703391603674
353,0.733803682297
354,0.597022365617
355,0.458909794608
356,0.937324573978
357,0.985309793411
358,0.413935596262
359,0.359521333762
360,0.933351883391
361,0.600919339644
362,0.766124462698
363,0.888399215126
364,0.368034844182
365,0.93985358584
366,0.852269684729
367,0.252361812409
368,0.197705452521
369,0.559490028704
370,0.597922643178
371,0.176894186578
372,0.441688939825
373,0.948241354188
374,0.960633951299
375,0.935843183983
376,0.643890584918
377,0.760411342581
378,0.956159701251
379,0.289192921381
380,0.812754128516
381,0.808890677309
382,0.998490296357
383,0.532683606394
384,0.952432976489
385,0.474478102745
386,0.414047747427
387,0.840213280199
388,0.909757925112
389,0.226490349732
390,0.945655914027
391,0.880276951944
392,0.52933485411
393,0.982801245812
394,0.79515013216
395,0.848137135995
396,0.72594657621
397,0.346412111406
398,0.541340749543
399,0.769787055491
400,0.961737168673
401,0.760942197314
402,0.862428410441
403,0.286855807299
404,0.490121011938
405,0.665166817848
406,0.965698256956
407,0.969099175323
408,0.918669939987
409,0.827154921876
410,0.29863383687
411,0.328394184927
412,0.653383927499
413,0.98593955777
414,0.392250520916
415,0.45572697111
416,0.73192432584
417,0.884987303243
418,0.962695836191
419,0.862875334243
420,0.306691305496
421,0.605386596055
422,0.913440466972
423,0.620401255958
424,0.70239209598
425,0.154588122449
426,0.415661923188
427,0.846108743293
428,0.821544468744
429,0.58212256375
430,0.855194166657
431,0.772995529961
432,0.772636980395
433,0.808025288261
434,0.681596932855
435,0.838704215887
436,0.830208760443
437,0.663365355934
438,0.541008052297
439,0.492608250928
440,0.763701609148
441,0.602548264946
442,0.437724403958
443,0.968870660134
444,0.703879130455
445,0.96128756209
446,0.948296344544
447,0.296386711087
448,0.126848119206
449,0.694900123079
450,0.559378258669
451,0.858512474947
452,0.883536385852
453,0.0824583269712
454,0.870172512026
455,0.68222238551
456,0.992465799692
457,0.460081924985
458,0.752600889839
459,0.755603280919
460,0.728762754066
461,0.521072921029
462,0.754428437268
463,0.944437063929
464,0.959097049372
465,0.494316898569
466,0.451852560163
467,0.0899019052052
468,0.778635614832
469,0.986660350162
470,0.661241309722
471,0.43081733347
472,0.827160972931
473,0.970670506048
474,0.887161168446
475,0.814273578488
476,0.912606075471
477,0.622764670694
478,0.884133763225
479,0.939506637064
480,0.645874690011
481,0.606231314675
482,0.976669643425
483,0.862370865315
484,0.316043320917
485,0.547052013066
486,0.7695977253
487,0.924119579949
488,0.990083114342
489,0.519681830918
490,0.516321566351
491,0.4116145697
492,0.708196526755
493,0.84920436353
494,0.994377873367
495,0.343442105612
496,0.337641479658
497,0.820638560722
498,0.738807724093
499,0.439694441009
500,0.909289430914
501,0.739055357357
502,0.819693545141
503,0.79954043626
504,0.481750541235
505,0.656209981043
506,0.392807520512
507,0.342448195013
508,0.561496229035
509,0.485541583832
510,0.169132212994
511,0.560145474714
512,0.70414176458
513,0.795950980247
514,0.356277460041
515,0.909782050386
516,0.588608819059
517,0.633062771624
518,0.981065453143
519,0.258974207265
520,0.498267935799
521,0.817070599594
522,0.390641683941
523,0.409728521572
524,0.918588116878
525,0.943161327122
526,0.755758766771
527,0.360170863768
528,0.936614563576
529,0.792688695523
530,0.882959681538
531,0.778198072335
532,0.800034471438
533,0.67627155136
534,0.962871369928
535,0.400115616879
536,0.917047461434
537,0.372328522278
538,0.961515239516
539,0.614784953452
540,0.66582947211
541,0.783000748602
542,0.905729273985
543,0.931489801586
544,0.721358692604
545,0.720036632145
546,0.793887864134
547,0.559689146943
548,0.978529233028
549,0.874738316618
550,0.662968994849
551,0.604643487234
552,0.663153923019
553,0.769338155998
554,0.959628096369
555,0.62646717705
556,0.937174436583
557,0.506700666567
558,0.398780924964
559,0.163841147963
560,0.407725343088
561,0.344058656323
562,0.645590472303
563,0.688701857328
564,0.654135272965
565,0.109182176344
566,0.986458259896
567,0.568160546977
568,0.439965601734
569,0.656702217408
570,0.195261675042
571,0.653109082704
572,0.9195066247
573,0.751478709159
574,0.138362538779
575,0.66568854169
576,0.815831876553
577,0.610728163424
578,0.53723470323
579,0.750071773592
580,0.761513365271
581,0.48186217011
582,0.567546799481
583,0.919470234568
584,0.290809233809
585,0.715656350979
586,0.911480242643
587,0.720015897133
588,0.717826372078
589,0.335419509224
590,0.667429474416
591,0.379767188061
592,0.610856195957
593,0.39014903948
594,0.576910304832
595,0.601315428623
596,0.256117500008
597,0.515926328286
598,0.0465211712487
599,0.911916324386
600,0.944045198022
601,0.580116534461
602,0.271638228276
603,0.47112613491
604,0.771923641088
605,0.418628984938
606,0.868606762896
607,0.520220870158
608,0.868526843616
609,0.719462096778
610,0.0561669294365
611,0.756293060498
612,0.516463485129
613,0.968569736912
614,0.545437165465
615,0.424535139259
616,0.37471830152
617,0.969069121591
618,0.867421089613
619,0.995668477119
620,0.688941996088
621,0.957476665125
622,0.973404031654
623,0.958512076878
624,0.131262144592
625,0.649570900553
626,0.535984716068
627,0.785089648334
628,0.640652043069
629,0.391203940563
630,0.959363051242
631,0.423860906777
632,0.876950878072
633,0.785721390884
634,0.756236511003
635,0.901937529358
636,0.968214503197
637,0.861417521767
638,0.952241427836
639,0.831088891378
640,0.757763499327
641,0.994189628392
642,0.627524662076
643,0.83651408184
644,0.666104492103
645,0.35154672879
646,0.7573938878
647,0.861858111899
648,0.736515794249
649,0.443357021596
650,0.678831863901
651,0.259639028539
652,0.528919938258
653,0.965559555467
654,0.732556109828
655,0.136112719965
656,0.579490691601
657,0.785872629583
658,0.757728187102
659,0.849892234032
660,0.718354572378
661,0.646297207627
662,0.559776164727
663,0.984554611099
664,0.653073447792
665,0.673029477047
666,0.421313161164
667,0.514161946647
668,0.517193712182
669,0.896497649053
670,0.40876788831
671,0.775480869853
672,0.544860775037
673,0.990929962006
674,0.650684033911
675,0.670487666101
676,0.820247290048
677,0.509163264322
678,0.36787889664
679,0.497604831434
680,0.994466780128
681,0.948305512492
682,0.648397468772
683,0.969126773084
684,0.756062645424
685,0.853285214631
686,0.972851447956
687,0.968449329431
688,0.984441679906
689,0.243509136086
690,0.789267498428
691,0.949615005629
692,0.888887906915
693,0.955027550194
694,0.220077273967
695,0.837123706077
696,0.573359278126
697,0.608857380241
698,0.843929727187
699,0.563474304276
700,0.897005040361
701,0.87995342533
702,0.660621676424
703,0.348062022073
704,0.669553342471
705,0.470128040231
706,0.723466057362
707,0.460507336846
708,0.927047401084
709,0.810016315229
710,0.793945535925
711,0.239676305139
712,0.895594324476
713,0.632930042048
714,0.822047053714
715,0.654709650718
716,0.739292010759
717,0.916760987383
718,0.46630095575
719,0.897143181681
720,0.847355503657
721,0.878666789749
722,0.443156579186
723,0.579089775376
724,0.810006034277
725,0.790964474694
726,0.977839199584
