,0
0,11.1747566103
1,-9.07456888124
2,0.770907351511
3,14.6975143408
4,8.55633236973
5,5.99861648014
6,7.04016147061
7,18.4820860902
8,17.0683045475
9,2.12731073753
10,12.9294072483
11,5.29192748514
12,34.0432560594
13,2.60643261491
14,6.87171242663
15,6.51118081783
16,5.6097376378
17,11.4110416806
18,12.730493201
19,-6.18570747816
20,4.2688663844
21,-3.20447545891
22,22.3620532619
23,34.6532508206
24,23.8323222954
25,13.4623311535
26,20.2251610723
27,11.6681026702
28,26.5671662448
29,16.6788960883
30,7.70053356225
31,-1.29551194434
32,3.60037395772
33,13.1383052156
34,-2.25835980738
35,7.78206863601
36,23.3992630996
37,10.2930971094
38,29.8538574609
39,24.4716560067
40,7.12370586349
41,-3.59310573106
42,9.51958674771
43,5.19212659868
44,13.7775308597
45,26.1440797415
46,-1.23104035224
47,6.11272053145
48,13.3234994953
49,21.3497317308
50,15.107144114
51,14.1429764119
52,23.4454942337
53,14.9351531725
54,7.62995815477
55,10.5728515016
56,2.92928552933
57,15.4666483753
58,19.4250040894
59,-19.7959677106
60,22.1814885035
61,9.43479276917
62,14.608884524
63,16.6237401172
64,-12.9510332896
65,-1.95929311464
66,6.66898837862
67,2.08609229033
68,12.7417278076
69,4.85090077529
70,-7.11071197154
71,16.122973125
72,21.0012937401
73,15.6435252639
74,2.87200563173
75,7.39140521446
76,15.484280663
77,16.0319905023
78,20.0686113862
79,7.0557399261
80,-4.20880515154
81,3.2105322538
82,15.3388480931
83,17.4397440379
84,32.2504963882
85,11.1718142019
86,12.4461452026
87,8.22701177354
88,5.94270472351
89,17.8177519038
90,13.534776138
91,7.92720514279
92,-0.796973839588
93,8.7693017149
94,6.09017814694
95,22.5517373171
96,19.4712607818
97,-0.223106922774
98,21.671683684
99,4.28023186712
100,11.3313749687
101,22.0274387397
102,-0.247529670453
103,11.6039916294
104,-1.30475287139
105,-9.41299681022
106,19.865978169
107,10.282273673
108,1.77632402169
109,-5.86551760848
110,5.98527180628
111,23.4217928426
112,14.0246909349
113,6.27238583563
114,3.27976563532
115,11.058120828
116,-5.47305390918
117,23.4480651063
118,15.0318918164
119,21.9435060246
120,4.36494328804
121,18.5482875631
122,16.8790472566
123,-5.3306871829
124,11.4896070098
125,13.1511116822
126,4.25082335948
127,6.39828865571
128,14.3618529653
129,9.62082117987
130,-0.047163525261
131,15.9145308663
132,12.2781736385
133,12.4917865789
134,10.9576323674
135,14.4902173069
136,7.1399799234
137,1.37241700603
138,2.5817516123
139,21.0557513616
140,-10.1771865267
141,15.405407131
142,-4.42298882615
143,-6.08850362838
144,-0.0656856179601
145,7.42466375199
146,17.3050744714
147,-6.98401491162
148,26.7407554559
149,21.6372370017
150,8.67426407348
151,7.09754191388
152,0.464675823835
153,15.8804059381
154,10.6880147074
155,24.1206430442
156,3.13784385121
157,15.4794392684
158,9.63617462198
159,1.52983746955
160,29.0230404163
161,12.7960539218
162,16.2025450151
163,-0.685677084679
164,2.77379266494
165,10.8413955539
166,4.15544843375
167,16.0202227075
168,14.3836523917
169,2.17656805689
170,11.9293598417
171,10.0402491199
172,8.35924709323
173,-1.48812264408
174,1.6449149603
175,12.1045072838
176,20.1398463075
177,0.298021770238
178,22.1718155914
179,11.8264737857
180,-2.69819591803
181,13.2338992972
182,18.857748576
183,12.6439469163
184,33.1912731763
185,13.0866767319
186,18.9256403152
187,10.1102269678
188,19.80074128
189,-13.9557201339
190,1.4247748496
191,6.3572191375
192,15.0392690121
193,11.8833121458
194,20.8522707366
195,13.5693906701
196,12.0732956739
197,8.54935462675
198,11.6390425268
199,18.295124844
200,17.5529995795
201,18.7948569056
202,7.60043701171
203,3.04943354593
204,5.28599917036
205,13.4947640867
206,26.1145729399
207,12.3933926643
208,14.8500262815
209,-6.58604706573
210,36.7991030798
211,-1.03522131261
212,28.1778260871
213,4.43952658359
214,19.5771123969
215,18.1522068143
216,10.6431939975
217,8.33594628486
218,0.592902250072
219,9.46405498277
220,21.0113620314
221,13.7212254541
222,1.16539012906
223,21.580515717
224,-2.03653491594
225,12.0983914187
226,1.08813077871
227,2.17312253009
228,20.797306778
